,Tension fotodiodo [V],Tiempo [s],Datos hasta tiempo,Duracion [s],Frecuencia de sampleo [Hz]
0,5.113828562282994,0.10857987403869629,0.0,30.0,2500.0
1,5.105604997491789,0.21867728233337402,255.0,,
2,5.076658049871967,0.3286278247833252,275.0,,
3,5.092447293942389,0.42963576316833496,274.0,,
4,5.086197384806575,0.5397353172302246,253.0,,
5,5.093763064290883,0.6496891975402832,275.0,,
6,5.096065662404192,0.7596421241760254,275.0,,
7,5.069750255655793,0.8696222305297852,275.0,,
8,5.091460466181957,0.9710178375244141,275.0,,
9,5.0756712221243925,1.0811033248901367,254.0,,
10,5.067118715012345,1.1910738945007324,275.0,,
11,5.0641582317952745,1.3010339736938477,275.0,,
12,5.073697566631652,1.4109995365142822,275.0,,
13,5.074684394377622,1.5124990940093994,274.0,,
14,5.068434485333357,1.6225993633270264,254.0,,
15,5.0658029446927575,1.7328102588653564,275.0,,
16,5.043763792051001,1.8430602550506592,277.0,,
17,5.0871842125627165,1.9530231952667236,275.0,,
18,5.061197748585408,2.05436372756958,274.0,,
19,5.083236901542974,2.164466619491577,254.0,,
20,5.056921495072756,2.274400472640991,275.0,,
21,5.047711102942627,2.384382486343384,275.0,,
22,5.053632069304008,2.4943480491638184,275.0,,
23,5.068763427913833,2.6045281887054443,275.0,,
24,5.062842461478889,2.7144501209259033,275.0,,
25,5.062513518900015,2.8246617317199707,275.0,,
26,5.0641582317952745,2.9346399307250977,275.0,,
27,5.017448386432375,3.0446062088012695,275.0,,
28,5.044092734624815,3.1458065509796143,275.0,,
29,5.047711102942627,3.2558977603912354,253.0,,
30,5.03290868716478,3.3658640384674072,276.0,,
31,5.049684758393227,3.4758286476135254,275.0,,
32,5.038500710882009,3.5857937335968018,275.0,,
33,5.03652705544948,3.6875998973846436,275.0,,
34,5.042776964330089,3.797686815261841,253.0,,
35,5.048368988092473,3.9076647758483887,276.0,,
36,5.057579380227571,4.017612457275391,275.0,,
37,5.051000528695401,4.119483709335327,275.0,,
38,5.061526691163926,4.2208263874053955,254.0,,
39,5.009882707421547,4.331178665161133,253.0,,
40,5.0315929168820865,4.441140174865723,277.0,,
41,5.024356180352544,4.551095962524414,275.0,,
42,5.035540227734409,4.652320861816406,274.0,,
43,5.041461194036778,4.753400564193726,253.0,,
44,5.047382160367838,4.863505125045776,253.0,,
45,5.033237629735674,4.973466396331787,276.0,,
46,5.044750619772711,5.083410978317261,275.0,,
47,5.035211285162896,5.184900760650635,274.0,,
48,5.053632069304008,5.2861504554748535,254.0,,
49,5.037513883165347,5.396513223648071,253.0,,
50,5.037842825737479,5.506466627120972,276.0,,
51,5.047053217793136,5.616420030593872,275.0,,
52,5.045737447495219,5.718175888061523,276.0,,
53,5.054947839610442,5.819649934768677,253.0,,
54,5.049355815817906,5.929739713668823,253.0,,
55,5.051987356422964,6.039697647094727,276.0,,
56,5.066131887272521,6.149662971496582,275.0,,
57,5.047053217793136,6.2511701583862305,275.0,,
58,5.045737447495219,6.352712869644165,254.0,,
59,5.0559346673412,6.4628026485443115,253.0,,
60,5.040474366317725,6.572765350341797,276.0,,
61,5.038829653454408,6.6827311515808105,275.0,,
62,5.043434849477276,6.78420615196228,275.0,,
63,5.052316298998995,6.88561224937439,253.0,,
64,5.052316298998995,6.995965242385864,253.0,,
65,5.062513518900015,7.105940818786621,277.0,,
66,5.048368988092473,7.215903043746948,275.0,,
67,5.056921495072756,7.316993713378906,274.0,,
68,5.066460829852374,7.423918008804321,253.0,,
69,5.037842825737479,7.53388237953186,268.0,,
70,5.060539863428637,7.643848419189453,274.0,,
71,5.055605724764191,7.753808498382568,275.0,,
72,5.0500137009686386,7.8549628257751465,275.0,,
73,5.063829289216044,7.95622706413269,253.0,,
74,5.063829289216044,8.066315174102783,254.0,,
75,5.061526691163926,8.176288843154907,275.0,,
76,5.086855269977247,8.286247253417969,274.0,,
77,5.062513518900015,8.387495994567871,275.0,,
78,5.081263246037924,8.488511085510254,253.0,,
79,5.059881978272223,8.59861135482788,252.0,,
80,5.066460829852374,8.70858383178711,276.0,,
81,5.069421313075051,8.818526983261108,275.0,,
82,5.063171404057852,8.919914484024048,275.0,,
83,5.065474002113083,9.02109956741333,253.0,,
84,5.062513518900015,9.131075143814087,253.0,,
85,5.063171404057852,9.241036891937256,275.0,,
86,5.073697566631652,9.351108074188232,275.0,,
87,5.079618533119504,9.45859408378601,276.0,,
88,5.060210920850386,9.5688316822052,268.0,,
89,5.060868806006979,9.678768396377563,276.0,,
90,5.0783027627863735,9.788739919662476,275.0,,
91,5.0783027627863735,9.898699760437012,275.0,,
92,5.071066025979655,10.000015497207642,275.0,,
93,5.066131887272521,10.11011552810669,253.0,,
94,5.082250073790047,10.220083713531494,275.0,,
95,5.079618533119504,10.330053567886353,276.0,,
96,5.093763064290883,10.43999171257019,274.0,,
97,5.07501333695979,10.54113221168518,275.0,,
98,5.077644877620343,10.651432991027832,252.0,,
99,5.087513155148275,10.761390924453735,276.0,,
100,5.080276418286604,10.871371984481812,276.0,,
101,5.081263246037924,10.981326818466187,275.0,,
102,5.085210557051237,11.082614421844482,274.0,,
103,5.088499982905489,11.192703247070312,253.0,,
104,5.087842097733924,11.302667379379272,275.0,,
105,5.108236538218873,11.41263222694397,276.0,,
106,5.103960284540276,11.522593975067139,274.0,,
107,5.103302399360298,11.630163669586182,275.0,,
108,5.096065662404192,11.740133285522461,269.0,,
109,5.100341916054833,11.850075721740723,275.0,,
110,5.097381432756625,11.960038661956787,275.0,,
111,5.0908025810087825,12.061339139938354,275.0,,
112,5.110210193767954,12.162634134292603,252.0,,
113,5.095078834640809,12.272737741470337,254.0,,
114,5.097710375344956,12.382696390151978,276.0,,
115,5.121723184535356,12.492656707763672,274.0,,
116,5.0904736384223295,12.60262155532837,275.0,,
117,5.119091643778816,12.704484939575195,276.0,,
118,5.115802217841232,12.814833164215088,253.0,,
119,5.106591825263773,12.924796342849731,277.0,,
120,5.092118351355489,13.034754276275635,275.0,,
121,5.107249710445544,13.135952949523926,275.0,,
122,5.102973456770443,13.23694658279419,252.0,,
123,5.103631341950242,13.347290277481079,253.0,,
124,5.103960284540276,13.457246780395508,276.0,,
125,5.1108680789516985,13.56742238998413,274.0,,
126,5.107249710445544,13.668821811676025,276.0,,
127,5.112183849320266,13.774963855743408,253.0,,
128,5.104618169720612,13.884922504425049,266.0,,
129,5.101986629001417,13.99488639831543,275.0,,
130,5.107907595627673,14.104849576950073,275.0,,
131,5.104618169720612,14.205896615982056,275.0,,
132,5.099026145699178,14.307007551193237,252.0,,
133,5.100341916054833,14.417107343673706,253.0,,
134,5.09409200687823,14.527068614959717,275.0,,
135,5.1049471123109145,14.637032985687256,276.0,,
136,5.105276054901307,14.738247871398926,274.0,,
137,5.105933940082361,14.839168310165405,253.0,,
138,5.105604997491789,14.949265241622925,252.0,,
139,5.104289227130399,15.059224128723145,276.0,,
140,5.0871842125627165,15.169195413589478,275.0,,
141,5.11843375859058,15.270341157913208,275.0,,
142,5.083565844127461,15.371724367141724,252.0,,
143,5.119749528967412,15.481818914413452,253.0,,
144,5.12863097904867,15.591774940490723,277.0,,
145,5.108894423401541,15.701744794845581,274.0,,
146,5.096065662404192,15.803199768066406,275.0,,
147,5.101657686411921,15.91358995437622,254.0,,
148,5.10067085864397,16.023536920547485,275.0,,
149,5.099684030876826,16.133501529693604,276.0,,
150,5.087842097733924,16.243470907211304,274.0,,
151,5.105933940082361,16.35264539718628,275.0,,
152,5.093105179116457,16.462599754333496,274.0,,
153,5.101328743822515,16.57258152961731,274.0,,
154,5.0871842125627165,16.68252968788147,275.0,,
155,5.115473275247967,16.792498111724854,275.0,,
156,5.103302399360298,16.89378523826599,275.0,,
157,5.089815753249692,17.003867387771606,253.0,,
158,5.081263246037924,17.113831758499146,276.0,,
159,5.0904736384223295,17.223808526992798,274.0,,
160,5.085210557051237,17.333768844604492,275.0,,
161,5.0888289254914065,17.435105323791504,275.0,,
162,5.093105179116457,17.54519486427307,253.0,,
163,5.085868442221373,17.655155897140503,276.0,,
164,5.080934303454062,17.765121459960938,274.0,,
165,5.070737083398556,17.87511372566223,276.0,,
166,5.092118351355489,17.97648000717163,274.0,,
167,5.082579016374267,18.08657956123352,253.0,,
168,5.072381796304941,18.19654393196106,276.0,,
169,5.069421313075051,18.30649471282959,275.0,,
170,5.072052853723486,18.41645908355713,275.0,,
171,5.0756712221243925,18.51778244972229,275.0,,
172,5.082907958958576,18.628039598464966,253.0,,
173,5.091789408768678,18.737998247146606,276.0,,
174,5.074355451795543,18.847952604293823,275.0,,
175,5.065145059533497,18.95931911468506,275.0,,
176,5.076000164706829,19.059948444366455,275.0,,
177,5.074684394377622,19.17003846168518,255.0,,
178,5.058895150538268,19.279994249343872,275.0,,
179,5.0717239111421195,19.389965534210205,275.0,,
180,5.047053217793136,19.49115014076233,275.0,,
181,5.060210920850386,19.592530250549316,252.0,,
182,5.051987356422964,19.70263147354126,253.0,,
183,5.095078834640809,19.81258225440979,276.0,,
184,5.063829289216044,19.922549962997437,275.0,,
185,5.062184576321229,20.024182081222534,275.0,,
186,5.046066390069565,20.125054121017456,254.0,,
187,5.0704081408175465,20.23536515235901,252.0,,
188,5.0667897724323145,20.345341205596924,276.0,,
189,5.053632069304008,20.45529580116272,275.0,,
190,5.057908322805112,20.556705236434937,275.0,,
191,5.047711102942627,20.658026456832886,253.0,,
192,5.062184576321229,20.768346548080444,253.0,,
193,5.062513518900015,20.87831211090088,276.0,,
194,5.03652705544948,20.98826551437378,275.0,,
195,5.056263609918297,21.08955407142639,275.0,,
196,5.05856620796046,21.19078826904297,254.0,,
197,5.047382160367838,21.30087661743164,252.0,,
198,5.048697930667529,21.410871982574463,276.0,,
199,5.042448021756628,21.520801782608032,274.0,,
200,5.043763792051001,21.62174940109253,275.0,,
201,5.049026873242672,21.728209972381592,253.0,,
202,5.048697930667529,21.838160276412964,266.0,,
203,5.039487538599469,21.948134183883667,275.0,,
204,5.041790136609973,22.058103799819946,275.0,,
205,5.045079562346792,22.160659551620483,275.0,,
206,5.051658413847021,22.26094913482666,254.0,,
207,5.062513518900015,22.37090277671814,253.0,,
208,5.059553035694149,22.480860233306885,275.0,,
209,5.041461194036778,22.590819120407104,275.0,,
210,5.040474366317725,22.6930193901062,275.0,,
211,5.025343008058601,22.793376922607422,252.0,,
212,5.049355815817906,22.903452157974243,254.0,,
213,5.067776600172673,23.01341414451599,275.0,,
214,5.046066390069565,23.123399257659912,275.0,,
215,5.039158596026894,23.224514722824097,275.0,,
216,5.053303126727622,23.325498819351196,252.0,,
217,5.047711102942627,23.43558692932129,253.0,,
218,5.062842461478889,23.545546054840088,275.0,,
219,5.054947839610442,23.655527114868164,275.0,,
220,5.049355815817906,23.756513595581055,275.0,,
221,5.021395697239138,23.85782766342163,252.0,,
222,5.042448021756628,23.96792483329773,254.0,,
223,5.053632069304008,24.077892541885376,276.0,,
224,5.059224093116164,24.188095569610596,274.0,,
225,5.053303126727622,24.289615392684937,276.0,,
226,5.048040045517506,24.3905770778656,253.0,,
227,5.140801855192607,24.500680923461914,253.0,,
228,5.051658413847021,24.61062526702881,275.0,,
229,5.050342643544137,24.72059202194214,275.0,,
230,5.101657686411921,24.82850694656372,275.0,,
231,5.045079562346792,24.938749074935913,270.0,,
232,5.058895150538268,25.048708200454712,276.0,,
233,5.041132251463671,25.158679723739624,274.0,,
234,5.050342643544137,25.268640756607056,275.0,,
235,5.053303126727622,25.37010931968689,275.0,,
236,5.053632069304008,25.48020100593567,253.0,,
237,5.056592552495482,25.590168476104736,276.0,,
238,5.061526691163926,25.70013451576233,274.0,,
239,5.048040045517506,25.810084342956543,276.0,,
240,5.062842461478889,25.911170959472656,274.0,,
241,5.043105906903637,26.021260738372803,254.0,,
242,5.069092370494397,26.131226778030396,275.0,,
243,5.059881978272223,26.24117088317871,274.0,,
