,Tension fotodiodo [V],Tiempo [s],Datos hasta tiempo,Duracion [s],Frecuencia de sampleo [Hz]
0,4.980606819513297,0.10157608985900879,0.0,45.0,2500.0
1,4.983567302528632,0.20279693603515625,254.0,,
2,4.985212015317994,0.3036677837371826,255.0,,
3,4.991132981377827,0.4047963619232178,253.0,,
4,4.980606819513297,0.5057957172393799,252.0,,
5,4.977317393949015,0.606818675994873,253.0,,
6,5.003632798708589,0.7080998420715332,252.0,,
7,4.972383255618985,0.8090906143188477,253.0,,
8,4.987843555785526,0.9102869033813477,253.0,,
9,4.985540957876129,1.0107438564300537,252.0,,
10,4.974356910948638,1.111637830734253,252.0,,
11,4.984225187644114,1.2130281925201416,252.0,,
12,4.973041140728521,1.3139479160308838,254.0,,
13,4.980606819513297,1.4159042835235596,252.0,,
14,4.982580474856066,1.5162022113800049,253.0,,
15,4.995080292100165,1.6180846691131592,253.0,,
16,4.984554130201986,1.7196311950683594,254.0,,
17,4.978962106730063,1.8206250667572021,253.0,,
18,4.975343738614644,1.9215574264526367,254.0,,
19,5.004619626397997,2.022989273071289,252.0,,
20,4.9980407751502085,2.12451171875,254.0,,
21,4.993764521857982,2.2255518436431885,253.0,,
22,4.9940934644183965,2.326590061187744,253.0,,
23,4.977317393949015,2.4280028343200684,253.0,,
24,4.986856728109544,2.528825521469116,253.0,,
25,4.985212015317994,2.6299312114715576,252.0,,
26,4.987843555785526,2.731196165084839,253.0,,
27,4.987185670668118,2.8329882621765137,253.0,,
28,4.985540957876129,2.9339187145233154,255.0,,
29,4.986856728109544,3.034788131713867,252.0,,
30,4.976988451393068,3.1357686519622803,252.0,,
31,4.984225187644114,3.237455368041992,252.0,,
32,5.004290683834774,3.338557481765747,255.0,,
33,4.991461923937541,3.4396841526031494,252.0,,
34,4.992448751617203,3.5408036708831787,252.0,,
35,4.994422406978898,3.6417171955108643,254.0,,
36,4.992448751617203,3.7429938316345215,252.0,,
37,5.00527751152471,3.843806505203247,254.0,,
38,4.990475096258666,3.94474196434021,252.0,,
39,4.993435579297655,4.047266721725464,252.0,,
40,4.9931066367374175,4.1481239795684814,254.0,,
41,4.990475096258666,4.249067783355713,254.0,,
42,5.008895879727916,4.350261926651001,253.0,,
43,4.9980407751502085,4.4510791301727295,252.0,,
44,4.990475096258666,4.5533106327056885,253.0,,
45,4.995738177221782,4.654189109802246,254.0,,
46,4.995080292100165,4.7554943561553955,254.0,,
47,5.000672315645107,4.857029676437378,253.0,,
48,5.004948568961311,4.958086967468262,254.0,,
49,5.005606454088198,5.058986186981201,252.0,,
50,4.992119809057228,5.160079479217529,252.0,,
51,4.9980407751502085,5.261599779129028,253.0,,
52,5.0013302007697105,5.362993001937866,254.0,,
53,5.0023170284572736,5.464226245880127,253.0,,
54,5.000343373082938,5.565368413925171,254.0,,
55,5.019093099266983,5.6659722328186035,252.0,,
56,4.995738177221782,5.766916751861572,252.0,,
57,5.007909052035076,5.868108510971069,253.0,,
58,5.0118563628111845,5.969633102416992,252.0,,
59,5.007251166906958,6.070634126663208,253.0,,
60,5.00692222434303,6.1718525886535645,253.0,,
61,5.015145788467625,6.273002862930298,254.0,,
62,5.007580109470973,6.373932600021362,253.0,,
63,5.009882707421547,6.474803686141968,252.0,,
64,5.013501075638303,6.575743198394775,252.0,,
65,5.017777328999119,6.676698684692383,252.0,,
66,5.01086953511597,6.777782917022705,253.0,,
67,5.00692222434303,6.878653287887573,252.0,,
68,5.018106271565953,6.980037450790405,253.0,,
69,5.018435214132875,7.080878019332886,253.0,,
70,5.0158036735999705,7.182087182998657,252.0,,
71,4.991132981377827,7.282994985580444,253.0,,
72,5.010211649986267,7.383959054946899,253.0,,
73,5.004619626397997,7.484851121902466,252.0,,
74,5.014816845901585,7.585923433303833,252.0,,
75,5.013501075638303,7.686952829360962,253.0,,
76,5.0158036735999705,7.788094520568848,252.0,,
77,5.012185305376432,7.889633655548096,253.0,,
78,5.009553764856915,7.990643501281738,253.0,,
79,5.000343373082938,8.091533422470093,253.0,,
80,5.024356180352544,8.193007946014404,253.0,,
81,5.010211649986267,8.294573307037354,253.0,,
82,5.026000893196414,8.395457744598389,254.0,,
83,5.015145788467625,8.496382474899292,253.0,,
84,5.010211649986267,8.597424030303955,252.0,,
85,5.021724639806941,8.699075698852539,253.0,,
86,5.015474731033754,8.800058364868164,254.0,,
87,5.019750984401443,8.90232229232788,252.0,,
88,5.017119443865718,9.002988576889038,254.0,,
89,5.011198477680953,9.10397982597351,254.0,,
90,5.015474731033754,9.20493483543396,252.0,,
91,5.0138300182039925,9.305896282196045,252.0,,
92,5.011198477680953,9.406877756118774,253.0,,
93,5.019093099266983,9.508105278015137,252.0,,
94,5.010211649986267,9.608998775482178,253.0,,
95,5.015145788467625,9.710156440734863,252.0,,
96,5.012185305376432,9.811326503753662,253.0,,
97,5.0158036735999705,9.912997961044312,253.0,,
98,5.020079926968806,10.013884782791138,254.0,,
99,5.022053582374832,10.114941358566284,253.0,,
100,5.018106271565953,10.216099739074707,252.0,,
101,5.012514247941769,10.316977977752686,253.0,,
102,5.007909052035076,10.418007135391235,252.0,,
103,5.0240272377840345,10.518907308578491,253.0,,
104,5.02271146751088,10.620169639587402,252.0,,
105,5.007909052035076,10.72097373008728,253.0,,
106,5.008237994599269,10.82187557220459,252.0,,
107,5.009224822292372,10.922851800918579,253.0,,
108,5.00692222434303,11.023743629455566,252.0,,
109,5.014816845901585,11.124734878540039,252.0,,
110,5.007251166906958,11.225629091262817,253.0,,
111,5.007251166906958,11.329304218292236,252.0,,
112,5.00527751152471,11.43010401725769,256.0,,
113,5.008566937163549,11.530585765838623,254.0,,
114,5.009553764856915,11.631572484970093,252.0,,
115,5.012514247941769,11.732996463775635,253.0,,
116,5.007909052035076,11.833937168121338,253.0,,
117,5.001659143332144,11.934865713119507,253.0,,
118,5.003961741271637,12.035713911056519,252.0,,
119,5.009224822292372,12.136500835418701,252.0,,
120,5.008566937163549,12.238093852996826,252.0,,
121,4.995409234660929,12.339009284973145,254.0,,
122,5.010211649986267,12.44044017791748,252.0,,
123,4.999356545396955,12.542924404144287,254.0,,
124,5.006264339215438,12.643066644668579,254.0,,
125,5.001988085894665,12.744033575057983,253.0,,
126,5.000343373082938,12.844943046569824,252.0,,
127,5.0013302007697105,12.94595217704773,252.0,,
128,4.993764521857982,13.048684358596802,253.0,,
129,4.996396062343751,13.149008750915527,255.0,,
130,4.998698660273407,13.24987506866455,252.0,,
131,4.999356545396955,13.350845098495483,252.0,,
132,4.9980407751502085,13.451802015304565,253.0,,
133,4.993435579297655,13.553003787994385,253.0,,
134,4.995080292100165,13.65381407737732,252.0,,
135,4.98389624508633,13.754729747772217,252.0,,
136,4.993435579297655,13.856383800506592,253.0,,
137,4.996725004904867,13.958125114440918,254.0,,
138,4.998369717711763,14.060878992080688,254.0,,
139,4.989817211139854,14.161104440689087,255.0,,
140,4.9940934644183965,14.262991666793823,253.0,,
141,4.988501440903285,14.363878011703491,254.0,,
142,4.989488268580581,14.46483826637268,253.0,,
143,4.988830383462296,14.565699338912964,252.0,,
144,4.985540957876129,14.667133092880249,252.0,,
145,4.985869900434351,14.768118858337402,254.0,,
146,4.984225187644114,14.869674682617188,252.0,,
147,4.9940934644183965,14.970252990722656,253.0,,
148,4.990146153699216,15.072967290878296,252.0,,
149,4.995080292100165,15.173611164093018,256.0,,
150,4.985540957876129,15.274537563323975,253.0,,
151,4.98389624508633,15.375571489334106,252.0,,
152,4.981264704627203,15.476624488830566,253.0,,
153,4.990475096258666,15.57810640335083,252.0,,
154,4.985869900434351,15.678970336914062,254.0,,
155,4.986527785551059,15.780170679092407,252.0,,
