,Tension fotodiodo [V],Tiempo [s],Datos hasta tiempo,Duracion [s],Frecuencia de sampleo [Hz]
0,5.012843190507192,0.10185480117797852,0.0,10.0,2500.0
1,5.007580109470973,0.20248937606811523,256.0,,
2,4.998698660273407,0.3034398555755615,253.0,,
3,5.023369352647281,0.404376745223999,253.0,,
4,5.01086953511597,0.5063254833221436,252.0,,
5,5.014158960769768,0.6072733402252197,255.0,,
6,5.007909052035076,0.708432674407959,252.0,,
7,5.00264597101997,0.8090901374816895,253.0,,
8,5.015145788467625,0.9110450744628906,252.0,,
9,5.026329835765453,1.0120329856872559,254.0,,
10,5.025014065489827,1.1138958930969238,253.0,,
11,5.011198477680953,1.2148118019104004,255.0,,
12,5.011198477680953,1.316312313079834,252.0,,
13,5.016132616166275,1.417220115661621,254.0,,
14,5.022053582374832,1.5185868740081787,252.0,,
15,5.022053582374832,1.6202194690704346,253.0,,
16,5.016790501299148,1.7212402820587158,254.0,,
17,5.02271146751088,1.8221511840820312,253.0,,
18,5.0138300182039925,1.9230456352233887,252.0,,
19,5.028303491181541,2.0239651203155518,253.0,,
20,5.021395697239138,2.1249046325683594,252.0,,
21,5.029290318890777,2.226334810256958,252.0,,
22,5.02271146751088,2.3272526264190674,254.0,,
23,5.025671950627464,2.428705930709839,252.0,,
24,5.025671950627464,2.5296356678009033,254.0,,
25,5.019750984401443,2.630115270614624,252.0,,
26,5.027645606042492,2.7312395572662354,252.0,,
27,5.026987720903795,2.8324029445648193,252.0,,
28,5.008895879727916,2.9332611560821533,253.0,,
29,5.017777328999119,3.03391695022583,252.0,,
30,5.014816845901585,3.134808301925659,252.0,,
31,5.0315929168820865,3.2363362312316895,252.0,,
32,5.025014065489827,3.3371808528900146,254.0,,
33,5.0315929168820865,3.438410520553589,252.0,,
34,5.022053582374832,3.5397353172302246,253.0,,
35,5.020737812103795,3.6412510871887207,253.0,,
36,5.024356180352544,3.7421457767486572,254.0,,
37,5.022053582374832,3.8430845737457275,252.0,,
38,5.042776964330089,3.9439589977264404,253.0,,
39,5.014487903335632,4.04485297203064,252.0,,
40,5.013172133072704,4.14632511138916,252.0,,
41,5.018106271565953,4.247260093688965,254.0,,
42,5.026329835765453,4.348642349243164,252.0,,
43,5.037513883165347,4.44959831237793,254.0,,
44,5.025671950627464,4.552111864089966,252.0,,
45,5.019422041834169,4.65240216255188,255.0,,
46,5.025671950627464,4.753605842590332,252.0,,
47,5.0296192614607,4.854742527008057,253.0,,
48,5.034882342591471,4.956256866455078,253.0,,
49,5.037842825737479,5.0573625564575195,254.0,,
50,5.008566937163549,5.158562660217285,252.0,,
51,5.017448386432375,5.2593748569488525,253.0,,
52,5.032579744593974,5.361112594604492,252.0,,
53,5.017119443865718,5.462010860443115,255.0,,
54,5.0296192614607,5.563580274581909,252.0,,
55,5.061526691163926,5.664449214935303,254.0,,
56,5.0230404100790365,5.766334056854248,252.0,,
57,5.023369352647281,5.868352890014648,255.0,,
58,5.025014065489827,5.969064474105835,254.0,,
59,5.031263974311635,6.069953680038452,252.0,,
60,5.02994820403071,6.172106504440308,253.0,,
61,5.034553400020136,6.272311210632324,253.0,,
62,5.034224457448888,6.373291015625,253.0,,
63,5.0158036735999705,6.474172353744507,252.0,,
64,5.026329835765453,6.575836658477783,252.0,,
65,5.026987720903795,6.676806926727295,254.0,,
66,5.023698295215614,6.7785117626190186,253.0,,
67,5.026000893196414,6.879196643829346,253.0,,
68,5.016461558732668,6.980017423629761,253.0,,
69,5.000343373082938,7.081218481063843,252.0,,
70,5.012843190507192,7.182198762893677,253.0,,
71,5.0240272377840345,7.283151149749756,252.0,,
72,5.019750984401443,7.3842644691467285,253.0,,
73,5.015145788467625,7.485196828842163,253.0,,
74,5.012514247941769,7.586337327957153,252.0,,
75,5.02271146751088,7.6882593631744385,253.0,,
76,5.027645606042492,7.78918981552124,255.0,,
77,5.017777328999119,7.890103816986084,252.0,,
78,5.016132616166275,7.991292715072632,252.0,,
79,5.021395697239138,8.092157125473022,253.0,,
80,5.022382524942812,8.193361759185791,252.0,,
81,5.022053582374832,8.294276237487793,253.0,,
82,5.018106271565953,8.395222902297974,253.0,,
83,5.019750984401443,8.496321678161621,252.0,,
84,5.0118563628111845,8.597636461257935,253.0,,
85,5.0158036735999705,8.69922423362732,252.0,,
86,5.017119443865718,8.799752712249756,254.0,,
87,5.022382524942812,8.901179075241089,252.0,,
88,5.018764156699885,9.002004861831665,254.0,,
89,5.018764156699885,9.102936744689941,252.0,,
90,5.020079926968806,9.203875064849854,252.0,,
91,5.0158036735999705,9.304752588272095,252.0,,
92,5.009882707421547,9.406530141830444,253.0,,
93,5.009882707421547,9.507581233978271,254.0,,
94,5.018435214132875,9.609380006790161,253.0,,
95,5.012514247941769,9.710051536560059,253.0,,
96,5.001988085894665,9.811119318008423,253.0,,
97,5.008566937163549,9.912169218063354,253.0,,
98,5.004619626397997,10.013578414916992,252.0,,
99,5.016132616166275,10.11449909210205,254.0,,
100,5.009553764856915,,,,
101,4.997382890027362,,,,
102,4.995409234660929,,,,
103,5.011198477680953,,,,
104,5.005606454088198,,,,
105,5.004948568961311,,,,
106,4.994751349539487,,,,
107,5.000343373082938,,,,
108,4.992777694177267,,,,
109,4.999027602835137,,,,
110,5.0246851229211416,,,,
111,5.0210667546714225,,,,
112,5.007909052035076,,,,
113,5.004619626397997,,,,
114,5.006593281779191,,,,
115,5.001001258207365,,,,
116,5.0013302007697105,,,,
117,5.0118563628111845,,,,
118,5.0023170284572736,,,,
119,4.995409234660929,,,,
120,5.0023170284572736,,,,
121,5.013172133072704,,,,
122,5.0138300182039925,,,,
123,5.002974913582755,,,,
124,4.994422406978898,,,,
125,4.996396062343751,,,,
126,5.004619626397997,,,,
127,5.013172133072704,,,,
128,5.010540592551074,,,,
129,5.003961741271637,,,,
130,4.992777694177267,,,,
131,5.008237994599269,,,,
132,5.01086953511597,,,,
133,5.003961741271637,,,,
134,5.00527751152471,,,,
135,4.992119809057228,,,,
136,5.012843190507192,,,,
137,4.996725004904867,,,,
138,5.010211649986267,,,,
139,5.020079926968806,,,,
140,5.00692222434303,,,,
141,5.011527420246025,,,,
142,4.991132981377827,,,,
143,5.01086953511597,,,,
144,5.014487903335632,,,,
145,5.005935396651775,,,,
146,4.996725004904867,,,,
147,5.010540592551074,,,,
148,5.0138300182039925,,,,
149,5.008895879727916,,,,
150,5.01086953511597,,,,
151,5.006593281779191,,,,
152,4.987185670668118,,,,
153,5.000014430520856,,,,
154,5.001988085894665,,,,
