,Tension fotodiodo [V],Frecuencia generador [Hz],Duracion [s],Frecuencia de sampleo [Hz]
248,4.163184821285888,,,
249,4.250683490868508,,,
250,4.340155820129679,,,
251,4.4309439247170745,,,
252,4.522060977684576,,,
253,4.613835921681599,,,
254,4.703637217082112,,,
255,4.79245169112249,,,
256,4.877318860941604,,,
257,4.959883438604168,,,
258,5.040803308890654,,,
259,5.121065299345681,,,
260,5.200669409921424,,,
261,5.276984099460002,,,
262,5.351654080687437,,,
263,5.425995124074331,,,
264,5.497704630709798,,,
265,5.567440485595462,,,
266,5.634215860188925,,,
267,5.6977018112383115,,,
268,5.759871994888443,,,
269,5.820397468151098,,,
270,5.880922944868829,,,
271,5.939145825222318,,,
272,5.994079280297158,,,
273,6.047368023947744,,,
274,6.100327827492017,,,
275,6.150985033474808,,,
276,6.197365984050762,,,
277,6.24210222211241,,,
278,6.282233260917814,,,
279,6.319074871754858,,,
280,6.354271769119225,,,
281,6.387495009856476,,,
282,6.419073536763587,,,
283,6.447033691660609,,,
284,6.472691246283805,,,
285,6.49736197253338,,,
286,6.520059041248208,,,
287,6.540453509252687,,,
288,6.5578874903151725,,,
289,6.574005699508946,,,
290,6.58716342150465,,,
291,6.596702770066913,,,
292,6.6052552895501435,,,
293,6.611176264622788,,,
294,6.615452524420799,,,
295,6.617097239732938,,,
296,6.616110410545307,,,
297,6.612492036866246,,,
298,6.606242118726315,,,
299,6.598347485346082,,,
300,6.588479193714364,,,
301,6.576308300844889,,,
302,6.560847977697421,,,
303,6.543742939617186,,,
304,6.524006357601877,,,
305,6.502625060882708,,,
306,6.478283277511071,,,
307,6.452296779732352,,,
308,6.423020852699725,,,
309,6.394073869543594,,,
310,6.361508514529423,,,
311,6.32696950282889,,,
312,6.289470005794454,,,
313,6.249010023757732,,,
314,6.2055895570727735,,,
315,6.158550720301509,,,
316,6.108551399718891,,,
317,6.057236310113478,,,
318,6.0042765088063454,,,
319,5.948685167511275,,,
320,5.891120172267149,,,
321,5.830594694963817,,,
322,5.770727106688307,,,
323,5.709214807940111,,,
324,5.645728856218767,,,
325,5.57961136637766,,,
326,5.509217625319928,,,
327,5.438166003320443,,,
328,5.365798615119564,,,
329,5.2911286329804055,,,
330,5.213827114661657,,,
331,5.134551945805978,,,
332,5.054289954457047,,,
333,4.974685853503885,,,
334,4.8931081024647,,,
335,4.807254104056561,,,
336,4.719097513978525,,,
337,4.628967275058536,,,
338,4.537521272472783,,,
339,4.446404218478121,,,
340,4.355616112887719,,,
341,4.266801667418724,,,
342,4.17897405450798,,,
343,4.0941069279175,,,
344,4.009568748452074,,,
345,3.9250305736544187,,,
346,3.840492403427771,,,
347,3.758256833571284,,,
348,3.6786528058990458,,,
349,3.601022435468791,,,
350,3.5230631263551735,,,
351,3.4467485317909348,,,
352,3.3710918248993647,,,
353,3.297079832078787,,,
354,3.2247125530652125,,,
355,3.1559636405617364,,,
356,3.0891883833860048,,,
357,3.0243867812882015,,,
358,2.9618877761598372,,,
359,2.902020309867779,,,
360,2.845113324259361,,,
361,2.7928115295711353,,,
362,2.7431412728834728,,,
363,2.697418322345548,,,
364,2.6526821989746674,,,
365,2.6118933813676395,,,
366,2.5730782168888475,,,
367,2.5352498792389997,,,
368,2.5016977889535563,,,
369,2.47044829351638,,,
370,2.442488218988276,,,
371,2.418146507302281,,,
372,2.395778448123257,,,
373,2.3776866356965214,,,
374,2.3615684756425632,,,
375,2.3500555042373943,,,
376,2.3411740691885,,,
377,2.3359109965813056,,,
378,2.3345952284311746,,,
379,2.3359109965813056,,,
380,2.3408451271502377,,,
381,2.3484107940408525,,,
382,2.3609105915608803,,,
383,2.376041925482282,,,
384,2.394133737897321,,,
385,2.415514970917971,,,
386,2.439198798476295,,,
387,2.46715887296723,,,
388,2.497750484244675,,,
389,2.5322894006656065,,,
390,2.568801969993893,,,
391,2.607288192328048,,,
392,2.648734894013439,,,
393,2.6924841910481683,,,
394,2.7388650256711924,,,
395,2.7882063401621133,,,
396,2.841166018955625,,,
397,2.8977440623411446,,,
398,2.9562957600044895,,,
399,3.018136880688939,,,
400,3.0829384825842236,,,
401,3.150042681705047,,,
402,3.219778420506469,,,
403,3.2908299305989295,,,
404,3.3648419231676616,,,
405,3.4404986297961218,,,
406,3.5161553396414096,,,
407,3.5947725329197096,,,
408,3.672402903062047,,,
409,3.7529937572425363,,,
410,3.8352293268310906,,,
411,3.9197674967763607,,,
412,4.002989901998076,,,
413,4.086541254076156,,,
414,4.172724149670659,,,
415,4.2605517622044085,,,
416,4.350024092083377,,,
417,4.439825370048075,,,
418,4.531600308490541,,,
419,4.624033138068897,,,
420,4.713834434163456,,,
421,4.8016620813724975,,,
422,4.886200309274007,,,
423,4.96876488752279,,,
424,5.050342643544137,,,
425,5.131262519826091,,,
426,5.209550860605034,,,
427,5.2861944933607825,,,
428,5.360864475181627,,,
429,5.434218691118215,,,
430,5.505599255572569,,,
431,5.5750061682281125,,,
432,5.641123657792288,,,
433,5.704609609244686,,,
434,5.766450850511581,,,
435,5.827963152551137,,,
436,5.886843915604167,,,
437,5.944408910612285,,,
438,6.000000251677287,,,
439,6.054275824253733,,,
440,6.106577742378343,,,
441,6.1572349486753755,,,
442,6.203615899541297,,,
443,6.246049537332399,,,
444,6.286509519247569,,,
445,6.3236800732069565,,,
446,6.360192742632649,,,
447,6.392429154617616,,,
448,6.422362966709245,,,
449,6.449994178697406,,,
450,6.4759806764135215,,,
451,6.499993516704402,,,
452,6.521703756393571,,,
453,6.541440338360834,,,
454,6.559532205526384,,,
455,6.575321471700223,,,
456,6.587492364556906,,,
457,6.598347485346082,,,
458,6.606242118726315,,,
459,6.612492036866246,,,
460,6.616439353607735,,,
461,6.616768296670278,,,
462,6.616768296670278,,,
463,6.612492036866246,,,
464,6.6069000048443405,,,
465,6.598018542290017,,,
466,6.587492364556906,,,
467,6.575321471700223,,,
468,6.559861148568972,,,
469,6.542427167470012,,,
470,6.5220326994229865,,,
471,6.499335630660963,,,
472,6.4759806764135215,,,
473,6.449994178697406,,,
474,6.422034023714173,,,
475,6.39111338267885,,,
476,6.35854802776419,,,
477,6.3236800732069565,,,
478,6.2858516333494725,,,
479,6.245720594396799,,,
480,6.201971184934722,,,
481,6.154603405428285,,,
482,6.104275142152574,,,
483,6.052960052763272,,,
484,5.999013423111567,,,
485,5.9434220820996355,,,
486,5.885528144326759,,,
487,5.825989495745917,,,
488,5.765135079383719,,,
489,5.703622780955362,,,
490,5.640136829560565,,,
491,5.5730325118841755,,,
492,5.502309828539657,,,
493,5.431587149657692,,,
494,5.359219761873686,,,
495,5.283562952238856,,,
496,5.20626143441815,,,
497,5.126986266065709,,,
498,5.047711102942627,,,
499,4.9671201747552844,,,
500,4.8858713667420615,,,
501,4.79903054129432,,,
502,4.7108739517768035,,,
503,4.620743713419302,,,
504,4.52896876895117,,,
505,4.4381806579454475,,,
506,4.347721495288022,,,
507,4.2585781079318314,,,
508,4.1707504955170185,,,
509,4.085883369396101,,,
510,4.001674132710663,,,
511,3.916807016040231,,,
512,3.833255673111801,,,
513,3.7516779881629985,,,
514,3.6714160763004506,,,
515,3.594114648442192,,,
516,3.5161553396414096,,,
517,3.4391828609579074,,,
518,3.364184038776101,,,
519,3.2895141618690076,,,
520,3.2178047674865624,,,
521,3.14905585523069,,,
522,3.081622713996889,,,
523,3.017807938552671,,,
524,2.9562957600044895,,,
525,2.896428293873159,,,
526,2.840508134739042,,,
527,2.788864224362808,,,
528,2.739522909857161,,,
529,2.693471017306783,,,
530,2.64972172025311,,,
531,2.6079460764760043,,,
532,2.5697887961997345,,,
533,2.5326183427291364,,,
534,2.4987373104212947,,,
535,2.468145699131513,,,
536,2.4398566825783434,,,
537,2.415514970917971,,,
538,2.394462679942423,,,
539,2.376699809567851,,,
540,2.3609105915608803,,,
541,2.3490686781193433,,,
542,2.340516185112017,,,
543,2.3355820545437105,,,
544,2.334266286393746,,,
545,2.336568880656621,,,
546,2.341831953265151,,,
547,2.3500555042373943,,,
548,2.362884243806434,,,
549,2.3776866356965214,,,
550,2.3961073901685728,,,
551,2.4178175652540914,,,
552,2.442488218988276,,,
553,2.470777235571537,,,
554,2.5016977889535563,,,
555,2.536565647495014,,,
556,2.5724203327506587,,,
557,2.6115644392930815,,,
558,2.6536690252160353,,,
559,2.697418322345548,,,
560,2.7441280991643993,,,
561,2.7934694137732174,,,
562,2.8464290926955553,,,
563,2.9039939625753126,,,
564,2.962545660414405,,,
565,3.0253736077003786,,,
566,3.0905041519783687,,,
567,3.1572794091990137,,,
568,3.2270151482636864,,,
569,3.299711369550286,,,
570,3.374052304674522,,,
571,3.448393242845855,,,
572,3.5263525486094673,,,
573,3.6036539733910593,,,
574,3.681284343942688,,,
575,3.762862025372864,,,
576,3.8454265377529087,,,
577,3.9289778813245873,,,
578,4.012200287041587,,,
579,4.096080581969341,,,
580,4.182592420478572,,,
581,4.270748975989106,,,
582,4.360221306507931,,,
583,4.450680469974432,,,
584,4.54278435158982,,,
585,4.633901412066493,,,
586,4.723373766343908,,,
587,4.811859299226478,,,
588,4.896726470341622,,,
589,4.9766595088372085,,,
590,5.05856620796046,,,
591,5.139157142192968,,,
592,5.217774426112271,,,
593,5.295075944691149,,,
594,5.36941698442085,,,
595,5.441784372851224,,,
596,5.513493880490978,,,
597,5.582900793639081,,,
598,5.648689340931753,,,
599,5.711517407295182,,,
600,5.772371820606986,,,
601,5.833884122988868,,,
602,5.893093829194412,,,
603,5.951316710227104,,,
604,6.005921223091487,,,
605,6.059209967358085,,,
606,6.111182942845617,,,
607,6.161511206466622,,,
608,6.208550043377328,,,
609,6.250983681379547,,,
610,6.291114720546582,,,
611,6.327956331717631,,,
612,6.363153229402895,,,
613,6.396047527458464,,,
614,6.425981339662459,,,
615,6.453941494760703,,,
616,6.47861222052546,,,
617,6.501967174837449,,,
618,6.5246642436624205,,,
619,6.545058711766193,,,
620,6.5611769207404675,,,
621,6.576637243893341,,,
622,6.588808136767081,,,
623,6.59999220062814,,,
624,6.607557890962829,,,
625,6.613478866050054,,,
626,6.617097239732938,,,
627,6.617755125858604,,,
628,6.616110410545307,,,
629,6.611505207683479,,,
630,6.6059131756674745,,,
631,6.597360656178234,,,
632,6.586834478452511,,,
633,6.572360984272441,,,
634,6.557558547273276,,,
635,6.5397956231811625,,,
636,6.519401155190863,,,
637,6.496375143471124,,,
638,6.47367807532153,,,
639,6.447033691660609,,,
640,6.418415650775805,,,
641,6.387823952839768,,,
642,6.35492965506338,,,
643,6.319074871754858,,,
644,6.281246432075128,,,
645,6.240457507442064,,,
646,6.196708098211934,,,
647,6.149011376051135,,,
648,6.098683113054664,,,
649,6.046381195336419,,,
650,5.992434566030943,,,
651,5.93651428253733,,,
652,5.878291402330515,,,
653,5.8184238113599696,,,
654,5.757569395429892,,,
655,5.695399211912648,,,
656,5.630926432774074,,,
657,5.564480001101103,,,
658,5.494086260999601,,,
659,5.4236925253127115,,,
660,5.349351482075401,,,
661,5.2736946730844725,,,
662,5.19672209852786,,,
663,5.117775873402704,,,
664,5.037842825737479,,,
665,4.95725189819604,,,
666,4.8740294356491685,,,
667,4.78784649602226,,,
668,4.700676734718551,,,
669,4.6098886121332665,,,
670,4.51844261084465,,,
671,4.427654500534839,,,
672,4.3368663961604,,,
673,4.248051951856985,,,
674,4.160224340075575,,,
675,4.075686156892047,,,
676,3.992134805410658,,,
677,3.9075966315635813,,,
678,3.824045289120617,,,
679,3.7418097201002083,,,
680,3.662534635472314,,,
681,3.584575323546705,,,
682,3.5072738996211026,,,
683,3.430959305741086,,,
684,3.355302599513302,,,
685,3.2816195495090144,,,
686,3.2105680397644374,,,
687,3.1414901856106128,,,
688,3.0743859867821492,,,
689,3.010571211568296,,,
690,2.948730091112538,,,
691,2.889849451545556,,,
692,2.834258234691553,,,
693,2.7819564402653865,,,
694,2.733930894282623,,,
695,2.6878790018469942,,,
696,2.6438007628214377,,,
697,2.6033408874442037,,,
698,2.564525723106662,,,
699,2.527684211780916,,,
700,2.494461063658833,,,
701,2.463869452422474,,,
702,2.4368962041204947,,,
703,2.4125544924889146,,,
704,2.392160085627606,,,
705,2.3734103891417013,,,
706,2.3589369393168425,,,
707,2.347752909962529,,,
708,2.3392004169595504,,,
709,2.334924170468645,,,
710,2.333608402319014,,,
711,2.3359109965813056,,,
712,2.341831953265151,,,
713,2.351042330355822,,,
714,2.363213185847507,,,
715,2.379002403868676,,,
716,2.397423158350261,,,
717,2.4197912175438754,,,
718,2.4454486974527794,,,
719,2.474066656125527,,,
720,2.5046582674894258,,,
721,2.53919718400921,,,
722,2.5760386955129624,,,
723,2.6161696283411264,,,
724,2.6586031564292454,,,
725,2.7023524536537122,,,
726,2.7493911726700833,,,
727,2.798732487397018,,,
728,2.8523500506684347,,,
729,2.9089280943522637,,,
730,2.9697823872285256,,,
731,3.031952450460568,,,
732,3.097411937102661,,,
733,3.164187194559403,,,
734,3.2342518760485452,,,
735,3.3069480976161816,,,
736,3.380960090835354,,,
737,3.456616798143324,,,
738,3.5339182198179935,,,
739,3.610890702698306,,,
740,3.690165784870701,,,
741,3.770756639920144,,,
742,3.853650094995394,,,
743,3.9375303813108538,,,
744,4.020752787488773,,,
745,4.1046330828906905,,,
746,4.190158094809533,,,
747,4.278314650779279,,,
748,4.368444866581449,,,
749,4.458575088156247,,,
750,4.550678970303738,,,
751,4.642124973787175,,,
752,4.731268386132262,,,
753,4.818767092012439,,,
754,4.903963206126707,,,
755,4.985212015317994,,,
756,5.0658029446927575,,,
757,5.146064936806623,,,
758,5.225669049053085,,,
759,5.301983740217163,,,
760,5.376324780391339,,,
761,5.44869216926026,,,
762,5.520072734632214,,,
763,5.589150705462767,,,
764,5.655268195878236,,,
765,5.718096262622434,,,
766,5.778950676307012,,,
767,5.840134036264652,,,
768,5.90033057129287,,,
769,5.956908738520412,,,
770,6.0118421945397955,,,
771,6.065130939114848,,,
772,6.116446029119633,,,
773,6.1651295784580835,,,
774,6.211181586766552,,,
775,6.2536152248814325,,,
776,6.294733093010958,,,
777,6.331574704318217,,,
778,6.36611371618217,,,
779,6.398679071351229,,,
780,6.428283940639778,,,
781,6.45558620979188,,,
782,6.480914821629364,,,
783,6.505256605068303,,,
784,6.52598001578488,,,
785,6.546374483917035,,,
786,6.5624926929138025,,,
787,6.577295129990592,,,
788,6.590452852032397,,,
789,6.600650086741772,,,
790,6.6069000048443405,,,
791,6.6131499229886685,,,
792,6.616110410545307,,,
793,6.616768296670278,,,
794,6.614465695234905,,,
795,6.610518378501754,,,
796,6.604268460375013,,,
797,6.59472911173572,,,
798,6.5845318770907575,,,
799,6.571045212085308,,,
800,6.555913832065508,,,
801,6.537493021934432,,,
802,6.517098553993748,,,
803,6.494072542329842,,,
804,6.469730759176753,,,
805,6.443415318628055,,,
806,6.414468334858554,,,
807,6.382560865120507,,,
808,6.349666567522606,,,
809,6.314798613283051,,,
810,6.276312287876549,,,
811,6.235194420515317,,,
812,6.1907871256820215,,,
813,6.143090403803385,,,
814,6.093091083987641,,,
815,6.040789166556921,,,
816,5.987171480396697,,,
817,5.930593311520455,,,
818,5.872041488828446,,,
819,5.811187069823909,,,
820,5.750332654306644,,,
821,5.688820356723432,,,
822,5.625334406191491,,,
823,5.55724326125928,,,
824,5.487178464312518,,,
825,5.416126843700217,,,
826,5.342772628923499,,,
827,5.267115820361182,,,
828,5.1881695905535326,,,
829,5.1095523085845675,,,
830,5.0296192614607,,,
831,4.949357277005088,,,
832,4.86613481498226,,,
833,4.779622933384295,,,
834,4.691795287668018,,,
835,4.6000203383134926,,,
836,4.508574337693716,,,
837,4.418115170450397,,,
838,4.328313893875991,,,
839,4.238512622980324,,,
840,4.15200078118917,,,
841,4.066804713799594,,,
842,3.9822665358522373,,,
843,3.898057304841142,,,
844,3.8145059628997853,,,
845,3.732928278894512,,,
846,3.6543110791919946,,,
847,3.576680709880364,,,
848,3.4993792863076463,,,
849,3.422406808355798,,,
850,3.347407986871574,,,
851,3.273395995002913,,,
852,3.2023444855681307,,,
853,3.134253458175467,,,
854,3.068136086027,,,
855,3.00399236887764,,,
856,2.9428091328685686,,,
857,2.8835995513533286,,,
858,2.827679392555919,,,
859,2.776693366681976,,,
860,2.7293257049964836,,,
861,2.682944870570411,,,
862,2.639524515796926,,,
863,2.598077814276115,,,
864,2.5605784182945244,,,
865,2.525052675279339,,,
866,2.4908427010195364,,,
867,2.460908973935946,,,
868,2.434593609766821,,,
869,2.410251898157612,,,
870,2.3895285492703735,,,
871,2.3724235630146824,,,
872,2.357950113195391,,,
873,2.3470950258843732,,,
874,2.3388714749215387,,,
875,2.3352531125061566,,,
876,2.334266286393746,,,
877,2.336568880656621,,,
878,2.34281877938044,,,
879,2.352358098514313,,,
880,2.3651868380948304,,,
881,2.3816339402150213,,,
882,2.400712578807475,,,
883,2.423080638030299,,,
884,2.4480802338686334,,,
885,2.4773560766839235,,,
886,2.509263456330181,,,
887,2.5434734308509483,,,
888,2.580972826561406,,,
889,2.6204458753224755,,,
890,2.6628794034892946,,,
891,2.7066287007961933,,,
892,2.7539963619978116,,,
893,2.8036666189308828,,,
894,2.8579420665467676,,,
895,2.9158358788595033,,,
896,2.9753744034205245,,,
897,3.0378734089631125,,,
898,3.1039907801006708,,,
899,3.171094979944497,,,
900,3.2414886038611055,,,
901,3.315171652270886,,,
902,3.388854703622874,,,
903,3.4651692956931957,,,
904,3.542470717745663,,,
905,3.619114258766733,,,
906,3.698389341327864,,,
907,3.7786512545057467,,,
908,3.8622025945726444,,,
909,3.9464118236539583,,,
910,4.030292114967154,,,
911,4.114172410899106,,,
912,4.20101319283086,,,
913,4.289169749460888,,,
914,4.378642081139361,,,
915,4.469430188230046,,,
916,4.562191956010876,,,
917,4.652980075336613,,,
918,4.74113666093509,,,
919,4.829293252520028,,,
920,4.913502539725324,,,
921,4.994751349539487,,,
922,5.0756712221243925,,,
923,5.155604272291009,,,
924,5.233563672046744,,,
925,5.310536249020527,,,
926,5.384548347077133,,,
927,5.457244679158444,,,
928,5.527309474232317,,,
929,5.596716388244063,,,
930,5.661847050864394,,,
931,5.724675117989799,,,
932,5.786845303200551,,,
933,5.847041835191418,,,
934,5.905922599312329,,,
935,5.963487595374705,,,
936,6.018092108883381,,,
937,6.071051910906051,,,
938,6.123353829895921,,,
939,6.171379493746852,,,
940,6.216444673565895,,,
941,6.259207254846224,,,
942,6.298351465488678,,,
943,6.335193076932224,,,
944,6.369403145947513,,,
945,6.400652729275511,,,
946,6.43091548462061,,,
947,6.457888810840275,,,
948,6.482559536706985,,,
949,6.505256605068303,,,
950,6.527624730940524,,,
951,6.5460455408791525,,,
952,6.563808465088975,,,
953,6.578281959137331,,,
954,6.590123908979103,,,
955,6.59999220062814,,,
956,6.607557890962829,,,
957,6.611834150744285,,,
958,6.615123581358718,,,
959,6.615781467482996,,,
960,6.613807809111555,,,
961,6.609202606261075,,,
962,6.601965858970423,,,
963,6.593742282571683,,,
964,6.582887161835822,,,
965,6.569729439900016,,,
966,6.553282287739051,,,
967,6.534203591591689,,,
968,6.513809123721854,,,
969,6.491440998175202,,,
970,6.466770272078877,,,
971,6.440454831611577,,,
972,6.411178904939869,,,
973,6.379600378291001,,,
974,6.346377137824083,,,
975,6.310193411872781,,,
976,6.271707086646862,,,
977,6.230260276546891,,,
978,6.1855240390182695,,,
979,6.136511545791234,,,
980,6.086183283418038,,,
981,6.03355242347593,,,
982,5.979934737693467,,,
983,5.923685512043337,,,
984,5.864475804112503,,,
985,5.804279271130948,,,
986,5.743753798782408,,,
987,5.682241501574124,,,
988,5.6177687232133815,,,
989,5.549019693314481,,,
990,5.47862595418733,,,
991,5.407903276787139,,,
992,5.3338911772279225,,,
993,5.257905426610701,,,
994,5.179946025251678,,,
995,5.100999801233199,,,
996,5.020079926968806,,,
997,4.939817943132841,,,
998,4.856266539217882,,,
999,4.769425715786135,,,
1000,4.680940185799025,,,
1001,4.589823122109551,,,
1002,4.498377122179411,,,
1003,4.407917955604852,,,
1004,4.317787737288954,,,
1005,4.228973294166434,,,
1006,4.141803568233504,,,
1007,4.057594328425562,,,
1008,3.9733850933036807,,,
1009,3.88917586277222,,,
1010,3.8052955790161294,,,
1011,3.724375780001085,,,
1012,3.6457585807032347,,,
1013,3.5674703273156143,,,
1014,3.4904978463725738,,,
1015,3.4145121954210627,,,
1016,3.339184432072697,,,
1017,3.26550138271111,,,
1018,3.194778815738819,,,
1019,3.126029904304497,,,
1020,3.0602414745748545,,,
1021,2.9977424683412455,,,
1022,2.935572406148898,,,
1023,2.8776785932935183,,,
1024,2.822087376756417,,,
1025,2.7711013510134315,,,
1026,2.7234047473568377,,,
1027,2.6789975655568696,,,
1028,2.634919326702474,,,
1029,2.5944594514799175,,,
1030,2.5566311134889474,,,
1031,2.521105370532366,,,
1032,2.488540106615506,,,
1033,2.4589353216135668,,,
1034,2.4316331313152215,,,
1035,2.4082782458753136,,,
1036,2.3872259549600314,,,
1037,2.37077885280383,,,
